texto,nota,data,app
"era incrível, eu usava na escola e pra fazer trabalhos. agora com esse Plus o principal a gente não pode utilizar sem pagar ( o tutorial de como é feita a conta) ficou péssimo. Apartir do momento em que o APP ficou conhecido por ensinar e agora vcs estão cobrando pra tal finalidade!!! achei o cúmulo do absurdo.",1,2024-05-14 14:22:38,Photomath
Top,5,2024-05-14 13:48:53,Photomath
É uma burla,1,2024-05-14 11:03:02,Photomath
Amei esse wapp pois ele me ajudou muito na hora da tarefa eu do 5 estrela🙃 e vcs??,5,2024-05-14 08:48:43,Photomath
Muito bom só tem que sabe armar o início da conta que o resto ele resolve,5,2024-05-14 08:35:45,Photomath
É ótimo,3,2024-05-14 07:19:43,Photomath
Asmei adorei meus problemas acabaram além de ajudar ele tbm explica😻 um sonho mais deveria ser grátis se bem que não tem anúncio mais mesmo assim tem área vip fi nos e pobre,5,2024-05-13 22:28:40,Photomath
𝙶𝚘𝚜𝚝𝚎𝚒 𝚙𝚘𝚛𝚎𝚖 𝚎𝚕𝚎 𝚊𝚓𝚞𝚍𝚊 𝚖𝚊𝚒𝚜 𝚘𝚞 𝚖𝚎𝚗𝚘𝚜,5,2024-05-13 22:25:30,Photomath
Coleiiiiii dmsssssss Tipo🤷🏻‍♀️☝🏻,5,2024-05-13 20:11:34,Photomath
Ele não explica mais direito e para explicar tem que pagar.,1,2024-05-13 20:01:00,Photomath
amei o aplicativo consegui passar de ano recomendo super... se for para envolver nos estudos do seu filho é muito bom... além de ter passo a passo recomendo muito,5,2024-05-13 18:50:56,Photomath
Perfeito,5,2024-05-13 18:49:47,Photomath
"Era um ótimo app, mas agora é pago e para o que oferece o valor é extremamente elevado não vale o custo benefício. Desinstalado.",1,2024-05-13 17:31:51,Photomath
"Não funcionou comigo, fui fazer na frente de todo mundo e a resposta estava errada.. que vergonha !! Se tivesse como dar 0 eu daria.. péssimo aplicativo.",1,2024-05-13 14:18:31,Photomath
Ajuda muito,5,2024-05-13 11:19:13,Photomath
Adorei o app me ajudou muito a aprender,5,2024-05-13 11:05:33,Photomath
Muito eficiente ajuda muito e explica o porque daquele resultado 👏🏽,5,2024-05-13 10:31:19,Photomath
Muito bom,5,2024-05-13 08:57:38,Photomath
Muito fácil de mexer,5,2024-05-13 08:40:47,Photomath
"O app muito bom, tá de parabéns 👏🏾",5,2024-05-13 08:04:32,Photomath
"me ajuda demais nas tarefas de matemática! estou conseguindo entregar os deveres de modo mais complexo para o professor. ótimo app, eu adorei! 💞",5,2024-05-12 21:49:44,Photomath
"Muito bom msm , sempre ajudando",5,2024-05-12 21:16:09,Photomath
Muito bom ajudou muito em meus estudos de má tematica,5,2024-05-12 19:51:51,Photomath
Susu,5,2024-05-12 18:02:41,Photomath
Estou gostando desse aplicativo..super indico,4,2024-05-12 16:09:48,Photomath
App ajuda bastante com matemática,5,2024-05-12 15:17:57,Photomath
"Ele resolve sim, mas para poder ter a explicação tem que pagar 👎",2,2024-05-12 14:04:19,Photomath
Como prof me ajuda a fazer exercícios para alunos e também treino sozinho as contas,5,2024-05-12 12:16:20,Photomath
Este Plicativo tem muitos erro,2,2024-05-12 09:06:19,Photomath
Muita coisa para comprar,2,2024-05-11 16:15:44,Photomath
Maravilha,5,2024-05-11 15:21:29,Photomath
É muito boa demais,5,2024-05-11 12:39:16,Photomath
"O app é muito simples de usar e fácil, não vi um app melhor que esse",5,2024-05-11 02:07:27,Photomath
É ótimo!,5,2024-05-10 20:24:05,Photomath
É um bom aplicativo que ajuda no entendimento de diversos exercício,5,2024-05-10 19:54:00,Photomath
Muito bom demais. Melhor app. Baixem sem medo me ajuda muito já que sou estudante de Engenharia da Computação 🤖,5,2024-05-10 19:37:00,Photomath
Amei só q e pago,5,2024-05-10 18:30:41,Photomath
"Incrível me ajuda muito com as lições q eu n entendo, tem coisas q eu n consegui aprender com o professor mas aprendi com esse aplicativo, porém para vc ter uma explicação melhor tem q pagar",5,2024-05-10 15:06:18,Photomath
Ótimo aplicativo,5,2024-05-10 13:48:39,Photomath
Amei o aplicativo 😍 [😍],5,2024-05-10 12:33:53,Photomath
Explica muito bem,5,2024-05-10 06:44:33,Photomath
"Recomendo o aplicativo, é muito útil",4,2024-05-10 01:45:50,Photomath
Me ajuda muito com contas bem complicadas,5,2024-05-10 00:07:31,Photomath
"Melhor que isso para que? Ele faz quase todo o meu dever, para esse aplicativo deveria ser 6/5 estrelas",5,2024-05-09 22:45:11,Photomath
Ele é muito bon,5,2024-05-09 22:40:55,Photomath
Muito bom ajuda muito indico muito para os estudos! 😃,5,2024-05-09 19:54:08,Photomath
"App muito bom, mas não resolve geometria",4,2024-05-09 19:28:07,Photomath
O app é muito bom me ajudou em várias coisas recomendo muito,5,2024-05-09 17:20:40,Photomath
Te amo app que me ensina mais que minha professora,5,2024-05-09 17:08:02,Photomath
Perfect,5,2024-05-09 10:05:19,Photomath
Horrível,1,2024-05-09 09:24:50,Photomath
Gostei muito da aplicação é muito boa ajuda muito nos estudos,5,2024-05-09 08:11:04,Photomath
uso bastante pra tirar dúvidas e resolver as vezes 🤭,5,2024-05-09 06:11:27,Photomath
"Se eu fosse definir este aplicativo com uma palavra, esta palavra seria ""perfeição"", sempre tive muita dificuldade com matemática, mas esse aplicativo me ajudou a fazer cálculos e contas difíceis que antes eu tinha muita dificuldade, obrigado photomath!!!!",5,2024-05-09 03:11:31,Photomath
Mtttttttttt bom,5,2024-05-09 01:52:10,Photomath
Incrível.,5,2024-05-08 20:41:43,Photomath
Muitoooo boooooom e super melhor q calculadora resolve tudo😁🌴,5,2024-05-08 19:17:30,Photomath
Muito bom,5,2024-05-08 18:54:21,Photomath
"Muito ruim, usei e tava tudo errado",1,2024-05-08 16:08:57,Photomath
Asério sem explicaçoes para uma coisa tao MARAVILHOSA ME SALVOU OBRIGADA,5,2024-05-08 16:02:11,Photomath
Sensacional,5,2024-05-08 15:33:39,Photomath
Agora eu tirei 10 em todos os trabalhos de casa,5,2024-05-08 15:21:48,Photomath
Eu gosto deste app mas acho que não deveria ser pago para explicar os passos no vídeo com som,3,2024-05-08 14:43:56,Photomath
Perfeito,5,2024-05-08 13:32:19,Photomath
Muito bom me ajudou muito na matemática,5,2024-05-08 11:19:13,Photomath
Perfeitoooo me ajuda em tudooo bommmmm demaisssss podem instalar q vc vai adorarrrrr,5,2024-05-08 08:25:50,Photomath
É se aplicativo é o melhor 😁😁🙏🥇,5,2024-05-08 05:56:17,Photomath
MT bom é o melhor APP de matemática,5,2024-05-07 18:54:39,Photomath
Mt bom me ajudou muito,5,2024-05-07 18:41:50,Photomath
Grafico,5,2024-05-07 17:28:22,Photomath
O app e ótimo e sério eu achava que nao funcionava mais deu certo e melhor anda e que ele não e alimentado por pessoas que nao fez o app por que se na eu poderia colocar qual que coisa mais anda bem que ele e assim perfeito... um bom dia pra quem está vendo esse comentário texto kkkkk falouu,5,2024-05-07 15:18:20,Photomath
Maravilhoso,5,2024-05-07 14:40:12,Photomath
Bom para estudar e consultar resultados com passos detalhados assim como directos👌🏿,5,2024-05-07 12:21:01,Photomath
Legal,5,2024-05-07 08:50:15,Photomath
Daora p colar,5,2024-05-07 08:24:22,Photomath
Esse aplicativo é muito bom,5,2024-05-07 07:59:46,Photomath
"Ótimo aplicativo, me ajudou muito a aprender sobre a matéria, também as questões que eu não consegui entender, recomendo muito, instalem.",5,2024-05-06 22:32:21,Photomath
"Péssimo, toda hora fala que deu errado, app quer pagar de inteligentao mas dá desculpa que algo deu errado só pq não sabe 🤣🤣🤣🖕",1,2024-05-06 21:13:34,Photomath
Não teste ainda mais eu 👍,2,2024-05-06 19:26:42,Photomath
Depois que começou a precisar pagar pra ver os tutoriais de como calcular ficou horrível.,1,2024-05-06 17:45:08,Photomath
Bom pra crc Mb vale a pena nn sabia como fazer as contas e isso me ajudou passo a passo,5,2024-05-06 16:06:42,Photomath
Muito bom para ajudar,5,2024-05-06 15:08:03,Photomath
Simplismente excelente 👏👏,5,2024-05-06 12:58:10,Photomath
O melhor aplicativo das galáxias,5,2024-05-06 10:22:44,Photomath
Perfeito😉,5,2024-05-06 09:54:02,Photomath
Eu sou um aluno adorei este photomatch muito rápido e prático nota 10,5,2024-05-06 09:22:41,Photomath
Poucas palavras e incrível passei de ano por causa dele,5,2024-05-06 08:14:38,Photomath
mng bom,4,2024-05-06 06:36:01,Photomath
É um app formidável mais nem todos os exércicio consegue completar mais é um óptimo app,4,2024-05-06 06:32:34,Photomath
Melhor app,5,2024-05-05 19:50:42,Photomath
Só da para intender no Plus. Não gastem o seu tempo nisso.,1,2024-05-05 09:17:35,Photomath
"EXCELENTE APLICATIVO PORÉM, NÃO DEVEMOS SE BASEA NELE E SIM TIRAR A PROVA REAL DO QUE FIZEMOS.",5,2024-05-05 00:38:27,Photomath
Me ajuda muito. Pena ter q pagar para ter total acesso...,5,2024-05-05 00:36:58,Photomath
"Péssimo, me falaram uma coisa deste aplicativo e baixei pra confirmar, ele calculou -5² como -25, isto é um erro, deveria dar 25.",1,2024-05-04 22:10:37,Photomath
𝑀𝑒 𝑎𝑗𝑢𝑑𝑜𝑢 𝑝𝑟𝑎 𝑐𝑎𝑟𝑎𝑚𝑏𝑎 🎓,5,2024-05-04 21:30:01,Photomath
"Inútil, tem q pagar pro app mostrar como faz além de q precisa ter a conta de matemática já feita e organizada",1,2024-05-04 18:59:18,Photomath
Amei muito! Tem como fazer frações complicadas e uma forma prática de aprender❤️,5,2024-05-04 14:07:12,Photomath
App ótimo!,5,2024-05-04 14:02:13,Photomath
O aplicativo é muito top,5,2024-05-04 11:33:07,Photomath
Recomendo,5,2024-05-04 10:57:06,Photomath
Não tem anúncio mostra o calculo ótimo,5,2024-05-03 19:58:13,Photomath
Muito bom mesmo,5,2024-05-03 18:05:18,Photomath
Horrível agora tem que pagar para ver o passo a passo não instalem,1,2024-05-03 16:05:06,Photomath
horrível,1,2024-05-03 15:46:02,Photomath
"salva vidas, literalmente!",5,2024-05-03 14:32:44,Photomath
"logo!!!!! que eu conheci esse app eu amei ele, mas depois fiquei muito triste em sabe, que ele e pago agora",1,2024-05-03 13:07:32,Photomath
N tenho o q fala o app o maravilhoso,5,2024-05-02 23:21:29,Photomath
Bom obrigada,5,2024-05-02 19:51:00,Photomath
Muito bom,5,2024-05-02 19:26:30,Photomath
Muito bom! Ajuda bastante com as lições e dá para aprender com ele tbm,4,2024-05-02 18:54:20,Photomath
é muito ruim,1,2024-05-02 18:26:09,Photomath
👍👍👍👍👍👍👍👍👍👍👍,5,2024-05-02 16:48:09,Photomath
Antigamente era grátis,1,2024-05-02 16:48:04,Photomath
O aplicativo ajuda bastante,3,2024-05-02 15:58:49,Photomath
"É muito bom o aplicativo, resolve todo tipo de exercicio de matemática",5,2024-05-02 11:56:12,Photomath
N gostei,1,2024-05-02 10:39:53,Photomath
O aplicativo é muito bom ajuda você em várias contas difíceis recomendo muito,5,2024-05-02 09:57:44,Photomath
"Muito bom pra ter os cálculos,mais alguns vem errado,mais gst desse app.",4,2024-05-02 09:47:32,Photomath
O aplicativo é péssimo eu tento abaixar mais não abaixar eu tento de tudo e não consigo nem entra não abaixem poise ruim demais,1,2024-05-02 08:17:36,Photomath
O aplicativo fica pedindo para ajustar os ângulos e nunca consigo achar minha resposta só consegui achar a resposta da a menos da b da c e dos restos,1,2024-05-01 22:12:22,Photomath
Depois dessa atualização de pagar ficou pior o aplicativo,1,2024-05-01 21:42:03,Photomath
MELHOR APP QUE EXISTE,5,2024-05-01 20:51:58,Photomath
"Se eu tivesse dinheiro eu pagava a assinatura(uma dica é colocar anúncio pra visualizar as respostas que são Premium) já que nós estudantes não temos grana pra assinar kkkkk, mas o app é PERFEITO, sempre acerta. Ele já me ajudava muito no ensino médio agora na faculdade tá me ajudando mais ainda.",5,2024-05-01 19:16:31,Photomath
Me ajudou muito na matemática,5,2024-05-01 16:08:02,Photomath
Me ajudou bastante,5,2024-05-01 15:53:52,Photomath
Muito bom !!! 🤍🫶🏻,5,2024-05-01 14:58:47,Photomath
Ajuda você entender as contas que você não entende,5,2024-05-01 12:02:58,Photomath
"Uma maravilha, ótimo para ajudar nos deveres de matemática",5,2024-05-01 11:10:27,Photomath
Amo esse app é muito bom,5,2024-05-01 09:53:34,Photomath
Excelente.,5,2024-04-30 21:32:48,Photomath
perfeito,5,2024-04-30 10:01:14,Photomath
Incrível,5,2024-04-30 09:38:31,Photomath
Me salvou muito nas expressões de matemática,5,2024-04-30 08:41:56,Photomath
"Você escreve uma expressão no caderno e este aplicativo mostra a solução passo a passo, é um super professor 24 HS , e grátis, parabéns aos desenvolvedores que criaram um aplicativo inteligente que facilita o aprendizado e a matemática vai se tornando fácil.",5,2024-04-30 08:08:56,Photomath
"Amei esse app, juro Vey, muito bom recomendo",5,2024-04-30 07:17:31,Photomath
Eu amo esse aplicativo 🤌🏽,5,2024-04-30 06:32:37,Photomath
"É muito bom, só tirar uma foto e ele já dá dá baixo a conta inteira, e explica, ajuda muito quem tem dificuldade em matemática. 😃",5,2024-04-30 06:10:51,Photomath
Deveria ter offline,2,2024-04-30 02:21:21,Photomath
Esse app é simplesmente incrível.❤️Eu amo ❤️,5,2024-04-29 21:09:55,Photomath
Bom pa Porta.,5,2024-04-29 20:59:19,Photomath
Eu gostei muito do aplicativo mas ajudaria mais ele botar os cálculos,5,2024-04-29 20:48:53,Photomath
"Um app? NÃO! Um pai! Faço kumon e esse app me ajuda demais. Estou estudando fatoração, e quase ninguém consegue me explicar, mas esse app explica direitinho, consigo entender tudo. Recomendo muito, me salvou. Apenas baixem",5,2024-04-29 20:48:40,Photomath
Muito bom ajudar muito nas dúvida,5,2024-04-29 19:27:23,Photomath
Eu assino e é mto bom,5,2024-04-29 16:40:48,Photomath
"nota zero (0), app agora cobrando pela utilização, já até desinstalei.",1,2024-04-29 16:22:12,Photomath
... 👏👏👏,2,2024-04-29 15:24:48,Photomath
Só não resolve alguns calculos,4,2024-04-29 15:06:08,Photomath
"Tem muitas perguntas que ele nao consegue resolver e nao mostra os passos a passos das que ele consegue, afinal eu tambem quero aprender!",3,2024-04-29 13:56:56,Photomath
Achei bom,5,2024-04-29 12:32:24,Photomath
Muito bom mesmo👍👍👍👍,5,2024-04-29 11:34:05,Photomath
Ótimo,5,2024-04-29 08:38:08,Photomath
Muito bom,5,2024-04-28 22:47:23,Photomath
Muito bom ele ajuda muito ele explica passo a passo gostei muito dele,5,2024-04-28 19:33:16,Photomath
É ruim,1,2024-04-28 17:48:27,Photomath
"Excelente e não contém tacha nenhuma , espero que continue assim, eu ameiiiiii",5,2024-04-28 14:17:39,Photomath
Ótimo anda me ajudando muito!,5,2024-04-28 12:22:39,Photomath
"amo ele,ele me ajudou muito,obrigado por me ajudar, recomendo muito pra vcs q n instalou ainda,eu tenho ele a 1 ano e ele nunca me decepcionou,por causa dele eu passei de ano obrigadoo amo muito esse app",5,2024-04-27 21:50:02,Photomath
"Ficou horrível depois de algumas atualizações, agora tem pagar para as explicações que antes poderia ultrapassar qualquer outro app. Agora é ou paga ou não terá as explicações. Isso poderia ser opcional porque não é todo mundo que tem dinheiro para bancar.",1,2024-04-27 20:06:57,Photomath
"Esse aplicativo já foi melhor,não mostra mais o porquê do resultado como antigamente, para ver o cálculo só pagando! e antes não era assim tinha até uma animação. Atualmente ele não compensa mais,infelizmente pois era muito bom.",2,2024-04-27 19:34:08,Photomath
Bom,5,2024-04-27 17:01:46,Photomath
Ótimo aplicativo,5,2024-04-27 09:38:40,Photomath
"Já foi melhor, mas de um tempo pra cá tufo é pago. Enfim, se for pra pagar existem melhores.",2,2024-04-27 09:27:52,Photomath
Adorei esse aplicativo muito bom amei ele,5,2024-04-27 08:17:43,Photomath
muito bom me ajudou muito,5,2024-04-26 21:35:11,Photomath
Eu adorei e muito útil 😁 funciona perfeitamente recomendo 100% . 🙏🙏,5,2024-04-26 15:47:58,Photomath
Inclui,5,2024-04-26 13:39:43,Photomath
Melhores de tudos,5,2024-04-26 13:12:03,Photomath
O app e muito bom,5,2024-04-26 09:07:47,Photomath
Só não tem ainda algumas resoluções. Que eu acho que já deviam ter atualizado,4,2024-04-26 03:15:05,Photomath
Melhor app possível. Sempre me salva quando não entendo alguma questão! A mecânica de explicar como se resolver o problema é ótima,5,2024-04-25 21:55:12,Photomath
"Tem que PAGAR!! acima de 100 reais para usar , antes gostava mais agora!!!!😡",1,2024-04-25 21:11:09,Photomath
Ele e muito bom n trava eu adoro esse aplicativo mais queria que algumas coisas fossem grátis,5,2024-04-25 19:51:47,Photomath
Ótimo,5,2024-04-25 19:40:21,Photomath
ótimo para aprender a fazer questões rápidas,5,2024-04-25 18:14:00,Photomath
"Ganda app bro, ajuda bué",5,2024-04-25 17:55:51,Photomath
muito bom mesmo,5,2024-04-25 11:22:16,Photomath
Site ótimo para estudos...,5,2024-04-25 10:48:58,Photomath
Muito bo. Ajuda muito,5,2024-04-25 10:28:10,Photomath
"Esse app era realmente muito bom. só que aí resolveram colocar esse modo plus agora tem que pagar para ver as soluções,! E além do mais o preço é um absurdo!!Realmente fiquei muito chateada com essa atualização do app espero que tirem essa atualização.",1,2024-04-25 10:05:32,Photomath
Mano não tem oq falar esse app e muito bom!!!. Ele não tem anúncio e ele não trava mano essa app ajuda muito eu recomendo muito!!!,5,2024-04-25 06:02:34,Photomath
