texto,nota,data,app,sentimento,tamanho,palavras,ano_mes
"Não tem maneiras mais práticas de estudar, mas é um aplicativo bom",3,2025-03-04 18:04:18,Quizlet,Neutro,66,12,2025-03
"O aplicativo é realmente muito bom, mas do nada quando vou escrever a letra fica totalmente branca sem aparecer nada e eu não consigo mudar isso por conta desse problema não estou conseguindo enviar as minhas matérias.",3,2024-09-23 16:03:57,Google Classroom,Neutro,218,37,2024-09
Podia separar cursos feitos dos a fazer. Confunde bem se tiver muitos cursos feitos e em andamento. Se pudesse separar o que comprei em categorias seria excelente.,3,2024-02-03 20:08:14,Udemy,Neutro,163,27,2024-02
Não aguento mais ir pra escola presencial... VOLTA QUARENTENAAAAAAAA,3,2024-06-23 16:19:22,Google Classroom,Neutro,68,9,2024-06
Poderia otimizar o app e colocar a versão book nele,3,2024-10-06 05:57:17,Babbel,Neutro,51,10,2024-10
aprendendo muito,3,2026-04-03 22:14:49,Duolingo,Neutro,16,2,2026-04
"Com a criação do aplicativo, dificultou muito minha vida na pandemia, pois estava tranquilo em casa sem fazer nada!",3,2022-12-03 13:30:18,Google Classroom,Neutro,115,19,2022-12
"A ideia de aprender, ouvindo, falando, com explicações da parte gramatical, mais as dicas... é ótima, mas sinceramente eu não paguei o curso pra me extressar, com o programa, onde apesar de acertar a pronuncia e receber o OK... o programa continua a descrever, como erro... que raiva! Corrijam, ou devolvam meu dinheiro.( cheguei a pedir ajuda a um nativo e até a pronúncia dele, apareceu como errada )",3,2025-06-08 19:33:13,Babbel,Neutro,402,69,2025-06
"App bom e com a didática ótima, mas as explicações mais básicas que são fundamentais para a compreensão dos exercícios apresentados são pagas, e isso atrapalha bastante no aprendizado.",3,2024-04-24 18:42:44,Photomath,Neutro,184,29,2024-04
"muito bom, mas as vezes não chega as notificações",3,2025-07-07 16:22:50,Google Classroom,Neutro,49,9,2025-07
O aplicativo e até bom mais tem vez que ele dar as resposta erradas,3,2024-04-02 09:54:47,Photomath,Neutro,67,14,2024-04
gosto! só acho que deveria ter a opção de os alunos não conseguir mandar mensagem e conseguir ver quem visualizou a postagem!e funcionar sem internet,3,2025-09-18 23:43:13,Google Classroom,Neutro,149,25,2025-09
"É possível falar com alguém sem ser por meio de artigo estou com um probleminha comprei um curso só que coloquei o e-mail errado, e agora não consigo acessar pq manda o código de acesso para o email que não tenho acesso.",3,2024-12-14 19:06:39,Udemy,Neutro,220,42,2024-12
é melhor fazer as lições do que essa coruja verde roubar meu gato e minha avó também,3,2026-04-05 10:55:35,Duolingo,Neutro,84,17,2026-04
Dei 3 estrelas. Porquê queria. Aprender coreano mais. Não tem 😔 mais eu nem usei o app então dei 3 estrelas por favor melhorem isso,3,2023-05-08 08:03:11,Babbel,Neutro,131,25,2023-05
"A aplicação não me soube responder a pergunta de probabilidades, nem a exercícios de MACS",3,2025-01-06 13:29:10,Photomath,Neutro,89,15,2025-01
"o app em si é bom, o ruim é os bugs",3,2019-05-15 23:58:16,Khan Academy,Neutro,35,11,2019-05
"O app é bom, mas está com um bug a algumas semanas, quando tento salvar um arquivo offline aparece uma mensagem solicitando a versão mais atualizada do Google drive, porém já tenho a última versão instalada e isso impossibilita salvar o arquivo.",3,2023-02-06 09:21:21,Google Classroom,Neutro,245,42,2023-02
"I had a subscription for the French course, which I used for years and it worked perfectly. Now I've been trying for months to subscribe for the Italian course, but I only get an error telling me to verify my country. I never changed my country. Please help.",3,2024-11-06 13:04:00,Babbel,Neutro,258,48,2024-11
"Falo de acordo com a minha experiência e, 🔴NÃO🔴 gostei!! 👎🏼 o app em si, tem uma boa causa mas, não estou gostando de como o app LÊ o 🧨PROBLEMA🧨. o espaço para COLOCAR O PROBLEMA DA FOTO NO APP, A PRINT, é muito curto!! 🔴NÃO CONSIGO COLOCAR O PROBLEMA INTEIRO🔴 que eu preciso, pra ser resolvido.",3,2024-10-08 16:41:37,Photomath,Neutro,295,57,2024-10
olha eu não sei oq aconteceu eu simplesmente NAO CONSIGO INSTALAR,3,2025-08-06 17:58:15,Google Classroom,Neutro,65,11,2025-08
"meus cursos que ja adquiri na plataforma, não estão aparecendo no mesmo lugar. alguns muito importantes que eu comprei não tenho acesso pelo App. alguns sim, muitos outros não tenho acesso, no mesmo lugar. isso é bem frustrante.",3,2026-01-25 23:43:37,Hotmart Sparkle,Neutro,228,38,2026-01
Desinstalei por se tratar de um curso pago,3,2023-05-27 21:19:15,Babbel,Neutro,42,8,2023-05
"O app poderia fornecer diferentes modelos de certificados para cada curso, assim não ficaria algo repetitivo mudando apenas as informações sobre o curso. O certificado poderia ser diferenciado para cada curso.",3,2024-05-07 09:33:47,Udemy,Neutro,209,31,2024-05
"Bom app, mas no site fica um aprendizado mais dinâmico, no app não há um fluxo de aprendizado.",3,2018-12-25 18:30:32,Khan Academy,Neutro,94,18,2018-12
Tá aparecendo trabalho não enviado.ta muito ruim isso os professores tão reclamando com a gente já,3,2023-11-06 18:13:49,Google Classroom,Neutro,98,16,2023-11
"adicione suporte à tela dos tablets, o aplicativo não preenche a tela toda",3,2025-05-30 12:07:38,Photomath,Neutro,74,13,2025-05
"Gosto do app, mas ele está com um sério problema de não contar as ofensivas do dia... eu faço os exercícios e ele não conta, não quero perder minha ofensiva por um erro de vcs, por favor resolvam isso o mais rápido possível",3,2026-04-04 15:10:18,Duolingo,Neutro,223,43,2026-04
Falta incluir formatação de textos igual na interface web nas descrições das atividades,3,2022-09-19 20:56:37,Google Classroom,Neutro,87,13,2022-09
"O app é sensacional mas está dando bug na hora de fazer as tarefas, aparece que não foi possível carregar o exercício.",3,2021-07-07 18:52:47,Khan Academy,Neutro,118,22,2021-07
"incompatível com modo escuro, as vezes cai a plataforma e não funciona",3,2025-06-10 17:20:03,Google Classroom,Neutro,70,12,2025-06
"O app precisa projetar pra TV, né? Não tem lógica isso.",3,2025-03-29 19:30:28,Udemy,Neutro,55,11,2025-03
as apostilas deveriam ser disponibilizada no aplicativo.,3,2025-06-12 14:40:24,Udemy,Neutro,56,7,2025-06
"O melhor aplicativo de resolução de problemas matemáticos. Depois desta atualização o app ficou péssimo, pois sou dá para resolver os exercícios com internet, e isso não é bom para mim. Mais eu gostaria que a opção de resolver o exercício com a câmera tivesse mais opções, acerca disso tudo está bem .",3,2024-09-28 15:45:05,Photomath,Neutro,301,53,2024-09
"Pelo que os outros dizem e pelo que eu vi, parece ser bom. Mas ainda não tive a oportunidade de usar. Mas assim que eu utilizar, voltarei aqui para dizer o que eu realmente achei.",3,2019-05-29 13:44:22,Khan Academy,Neutro,179,35,2019-05
bom,3,2024-03-08 12:47:46,Babbel,Neutro,3,1,2024-03
.Z está dx e não 🚫,3,2026-04-01 11:46:45,Duolingo,Neutro,18,6,2026-04
Estou dando 3 estrelas pelo fato de não ter encontrado o conteúdo desejado que era o inglês infelizmente não tinha nada disponível.,3,2022-03-31 05:43:25,Khan Academy,Neutro,131,22,2022-03
"Meu problema e com a senha, sempre da problema, e nao consigo redefinir! Nnguem do suporte me ajudou! Tenho um curso que nao consigo finalizar, nem desistalando e estalando novamente, nao entra a senha.",3,2023-08-24 16:26:03,Udemy,Neutro,202,34,2023-08
não importa as propagandas ele Odivelas,3,2025-05-15 07:32:12,Quizlet,Neutro,39,6,2025-05
Comprei o pro mas estou desanimada tem traduções que não parece certa ex: The flight to Berlin has been delayed. (como se fosse está atraso) mas não seria : (foi adiado). Eu quero aprender corretamente.,3,2024-06-23 07:40:31,Babbel,Neutro,202,35,2024-06
Por quê está usando tanta bateria em segundo plano??O app foi responsável por quase 20% do consumo do celular sem sequer ter sido aberto ou utilizado,3,2022-12-25 18:42:30,Khan Academy,Neutro,149,26,2022-12
"Ultimamente não consigo visualizar meus cursos na plataforma, eu vejo a aba de perguntas e respostas, entretanto não tenho acesso por ocorrência de erro a parte de gestão dos cursos",3,2024-05-04 09:05:14,Udemy,Neutro,181,30,2024-05
"quando coloca o app Babbel em segundo plano alternando entre outros app, quando volta ao Babbel ele trava.",3,2025-06-06 11:59:15,Babbel,Neutro,106,18,2025-06
Deveria ter o modo noturno no aplicativo pra quando for fazer atividade a noite não prejudicar a visão. As vezes quando já estou deitado quero fazer alguma atividade e deixo pra lá por conta da claridade causada pela cor branca,3,2023-03-20 00:36:10,Google Classroom,Neutro,227,40,2023-03
"O app é muito bom para o desenvolvimento escolar dos meus alunos, pois é uma extensão da sala de aula",3,2026-03-02 12:23:00,Google Classroom,Neutro,101,20,2026-03
eu gosto muito do jogo mas eu odeio o super sua língua fica aparecendo comercial toda hora para mim colocar esse negócio eu não quero se eu não estou aceitando é porque eu não quero quanto tá jogando o tema eu nem consigo jogar direito tem que ser o que ele quer e às vezes fica só caindo na internet sendo que a internet está boa fica horas e horas carregando meu telefone descarrega e o negócio não carrega mais fora disso Super Bonder também o que eu não gosto O que significa convidando amigo,3,2026-04-04 13:46:05,Duolingo,Neutro,496,95,2026-04
gosto muito do duolingo ele me ajuda muito!,3,2026-04-03 08:16:35,Duolingo,Neutro,43,8,2026-04
Não abre no computador. Somente no andoid!,3,2023-01-17 14:59:10,Udemy,Neutro,42,7,2023-01
"Estava muito contente com o app, até que, simplesmente nao consigo fazer novamente a assinatura do super, sempre dá erro! Pensando seriamente em desinstalar.",3,2026-04-05 21:12:06,Duolingo,Neutro,157,24,2026-04
"Boa, mas chega um momento começam a cobrar e não tô tendo agora",3,2023-03-08 14:29:03,Babbel,Neutro,63,13,2023-03
Falta curso de geografia e história.,3,2024-11-11 19:05:34,Khan Academy,Neutro,36,6,2024-11
eu gostei só não tem modo de embaralhar os flash cards pra memorizar melhor mas tirando isso é maravilhoso,3,2025-04-01 19:50:55,Quizlet,Neutro,106,19,2025-04
É MT bom mas o capitalismo está estragando o App (é sério 50% ou + é pago) mas é MT bom pra salvar as anotações de quando eu era do 8B,3,2025-01-06 15:18:20,Quizlet,Neutro,134,31,2025-01
O aplicativo seria muito melhor se entendesse melhor as palavras. afinal não tem como errar okej,3,2023-10-07 23:25:00,Babbel,Neutro,96,16,2023-10
Desapareceu tudo no aplicativo ... Q chato Tenho que correr atrás dos professores uffff,3,2024-03-01 17:50:03,Google Classroom,Neutro,87,14,2024-03
"De acordo com o tempo, muitos estilos de estudo são bloqueados, e isso é chato. algumas matérias são difíceis de encontrar ou n tem, e se tem, nn é com o foco no q vc precisa, tirando isso, ele é muito bom! uma tarefa q eu acho difícil é qnd pedem para vc reescrever a resposta da questão, mas esse não é o problema, e sim, o fato de q vc precisar escrever exatamente igual, com pontuação e tudo, isso fica difícil, pq ao invés de estudar vc fica horas e horas tentando decorar, tirando isso, é bom",3,2025-11-19 23:00:03,Quizlet,Neutro,498,98,2025-11
top,3,2026-04-02 17:48:42,Duolingo,Neutro,3,1,2026-04
"Este aplicativo era simplesmente INCRÍVEL, ele sempre conseguia indentificar as contas de matemática e ainda mostravam as soluções, e isso era muito útil e muito bom! Eu amava este aplicativo, só que depois que eu atualizei ele, ele pedia para pagar para ver o resto das soluções, e isso é muito ruim, e a única coisa que ele mostrava era só a resposta, de resto esse aplicativo é muito bom! Estou dando 3 estrelas por conta da versão anterior, mas este aplicativo em si é bom",3,2024-06-15 23:30:22,Photomath,Neutro,476,86,2024-06
Muito bom,3,2021-07-14 15:53:14,Khan Academy,Neutro,9,2,2021-07
"Não tem inglês americano, apenas britânico que é um pouco diferente a pronuncia.",3,2023-07-04 06:28:35,Babbel,Neutro,80,13,2023-07
"Ele é um ótimo aplicativo ,funciona muito bem! Está me ajudando muito meu inglês está fincando muito bom mesmo sendo5 min ao dia . Mas mesmo assim sempre vai ter o certo ""POREM""😞😡tem que pagar isso e um absurdo e as vezes eu n consigo fazer as lições 🤦🤦🤦😤QM instalou e usa sabe q isso e um grande saco vcs concordam comigo!!?? E por isso infelizmente desinstalei! (Mas eu recomendo muito!!!! Pra QM QR aprender inglês de forma rápida e facil, o duolingo acho q muitos de vcs já conhecem ne).",3,2024-12-11 00:31:30,Babbel,Neutro,491,91,2024-12
e bom aprendi um monte de palavras só não gosto muito porque tem vida,3,2026-04-03 21:26:03,Duolingo,Neutro,69,14,2026-04
muito bom pra quem é iniciante.,3,2026-04-06 17:27:27,Duolingo,Neutro,31,6,2026-04
"não consigo fazer login, nem por email nem por telefone, como parceiro dá que meu número não existe, no e-mail, "" ocorreu um erro""😞",3,2024-12-19 10:33:05,Babbel,Neutro,131,24,2024-12
"Gente oque está acontecendo com o app? Não consigo ver as aulas, tenho internet e só fica carregando? Ajuda aí udemy.",3,2022-11-23 07:00:39,Udemy,Neutro,117,21,2022-11
E bom,3,2024-06-27 16:52:07,Photomath,Neutro,5,2,2024-06
"Olha, o Aplicativo incrível,É muito fácil de usar e tem uma calculadora bem mais completa que as normais. Mais só que veio a atualização do Premium que pra ser sincero estragou o app",3,2024-03-09 13:55:31,Photomath,Neutro,182,33,2024-03
"A empresa se comprometeu a resolver o problema de falha na comunicação e realmente resolveu fiquei muito satisfeito com o comprometimento em solucionar. Para ganhar a nota máxima só basta resolver mais um bug. em diversas lições usamos o teclado de letras que o app fornece, porém é necessário apertar diversas vezes a letra para que seja adicionada ao campo que está sendo solicitado, o que muitas vezes na rapidez acaba fazendo com que as respostas fiquem erradas.",3,2024-05-10 11:29:16,Babbel,Neutro,466,78,2024-05
A parte de matemática financeira está toda em inglês,3,2022-01-08 10:55:08,Khan Academy,Neutro,52,9,2022-01
regular,3,2026-02-10 09:17:48,Hotmart Sparkle,Neutro,7,1,2026-02
"App bom no geral, mas estou enfrentando problemas com as legendas. Mesmo com a legenda ativada, a mesma não aparece (seja no idioma padrão ou qualquer outro idioma). Quando reinicio o aplicativo as vezes funciona. Também percebi que quando a legenda está funcionando, ao transitar de um vídeo para o outro, a mesma deixa de funcionar.",3,2024-10-16 09:46:59,Udemy,Neutro,334,56,2024-10
"O app é bom ajuda muito na hora dos estudos, os conteúdos são eficientes porém o app tá um pouco desatualizado em relação a versão da web e no App algumas das questões estando corretas contam como erradas, poderiam melhorar isso. Iria ajudar muito",3,2020-04-08 15:36:11,Khan Academy,Neutro,247,44,2020-04
"Great app, but there is one thing that is extremely infuriating that forces me to drop down 2 stars. As a bilingual, the fact that I can't use two languages at once limits the use of the app significantly, because it becomes extremely repetitive everytime I want to watch a specific video to go to the settings. It would be a much better experience if I could, for example, switch the language of a specific video and click on bookmarked videos with different languages.",3,2021-02-02 15:20:06,Khan Academy,Neutro,470,84,2021-02
"Acho que vocês tem que modernizar um pouco mais o app na versão para Navegadores, permitindo ver notificações e corrigir os erros de como quando ele trava desnecessariamente.",3,2025-08-24 21:51:16,Google Classroom,Neutro,174,28,2025-08
