texto,nota,data,app,sentimento,texto_preprocessado,texto_stemmed,texto_lemmatized
"Diferente desses apps que parecem joguinhos de criança, o Babbel é papo sério. Ele te ensina frases que você realmente usaria numa viagem, não coisas inúteis. Os áudios são de pessoas reais, o que ajuda muito a pegar o sotaque. O lado ruim é que a versão gratuita é só uma ""amostra grátis"" minúscula; pra aprender de verdade, tem que pagar. Mas se você quer fluência sem frescura, é um dos melhores.",3,2026-03-07 13:27:11,Babbel,Neutro,diferente desses apps que parecem joguinhos de criança o babbel é papo sério ele te ensina frases que você realmente usaria numa viagem não coisas inúteis os áudios são de pessoas reais o que ajuda muito a pegar o sotaque o lado ruim é que a versão gratuita é só uma amostra grátis minúscula pra aprender de verdade tem que pagar mas se você quer fluência sem frescura é um dos melhores,difer dess app parec jogu crianç babbel pap séri ensin fras real us viag cois inútel áudi pesso real ajud peg sotaqu lad ruim vers gratuit amostr grátil minúscul pra aprend verdad pag qu flu fresc melhor,diferente de esse apps parecer joguinho criança babbel papo sério ensinar frase realmente usario viagem coisa inútel áudio pessoa real ajudar sotaque ruim versão gratuito amostra grátis minúscular pra aprender verdade pagar fluência frescura bom
O está optimo pessoal,3,2025-03-09 20:02:49,Khan Academy,Neutro,o está optimo pessoal,opt pessoal,optimo pessoal
belo conteúdo mas está travando demais. o que está acontecendo que as vezes abro o app e nada carrega?,3,2023-02-15 11:06:00,Udemy,Neutro,belo conteúdo mas está travando demais o que está acontecendo que as vezes abro o app e nada carrega,bel conteúd trav demal acontec vez abr app nad carreg,Belo Conteúdo travar acontecer abro app carregar
são muitas as vezes em que aplicação não abre no telemóvel.,3,2025-10-08 13:38:44,Google Classroom,Neutro,são muitas as vezes em que aplicação não abre no telemóvel,muit vez aplic abr telemó,muito aplicação abrir telemóvel
muito bugado,3,2024-09-26 04:47:18,Udemy,Neutro,muito bugado,bug,bugar
Um pouco boa,3,2024-07-07 11:08:33,Photomath,Neutro,um pouco boa,pouc boa,
"É um ótimo aplicativo de aprendizagem rápida e fácil, mas um problema que eu percebi é que eu não consigo acessar o perfil da minha tutora e ver se tem atividades para mim, não consigo entrar em uma turma mesmo já tendo revirado o app inteiro e não consigo descobrir quando começa o khanpeonato para eu poder pelo menos TENTAR entrar na turma da minha professora",3,2019-03-18 20:42:09,Khan Academy,Neutro,é um ótimo aplicativo de aprendizagem rápida e fácil mas um problema que eu percebi é que eu não consigo acessar o perfil da minha tutora e ver se tem atividades para mim não consigo entrar em uma turma mesmo já tendo revirado o app inteiro e não consigo descobrir quando começa o khanpeonato para eu poder pelo menos tentar entrar na turma da minha professora,ótim aplic aprendiz rápid fácil problem perceb consig acess perfil tut ver ativ mim consig entr turm tend revir app int consig descobr começ khanpeonat pod menos tent entr turm profes,bom aplicativo aprendizagem rápido fácil problema percebi consigir acessar perfil tutora atividade eu consigir entrar turma ter revirar app inteiro consigir descobrir começar khanpeonato entrar turma professora
poderia ter condição de fazer o download das aulas,3,2025-09-21 17:38:35,Udemy,Neutro,poderia ter condição de fazer o download das aulas,pod ter cond faz download aul,poder condição download aula
"Tá passando fome?! tudo pede pra assinar, ou é só o meu?!....quer saber, o começo eu sinceramente gostei muito, foca muito no estudo, mas no caso de assinar, eu prefiro o Duolingo",3,2025-07-24 00:18:56,Babbel,Neutro,tá passando fome tudo pede pra assinar ou é só o meuquer saber o começo eu sinceramente gostei muito foca muito no estudo mas no caso de assinar eu prefiro o duolingo,pass fom tud ped pra assin meuqu sab começ sinc gost foc estud cas assin prefir duoling,passar fome pedir pra assinar meuquer começo sinceramente gostar focar estudo caso assinar prefiro duolingo
"o aplicativo é bom mas a lentidão é extrema, por favor corrigam essa lentidão tão grande, para entrar em uma lição chega a demorar muito tempo, é cansativo e quem se distrai fácil se torna muito ruim pois enquanto espera carregar já pode desistir e fazer outra coisa, não aguento mais!",3,2023-06-07 10:33:37,Khan Academy,Neutro,o aplicativo é bom mas a lentidão é extrema por favor corrigam essa lentidão tão grande para entrar em uma lição chega a demorar muito tempo é cansativo e quem se distrai fácil se torna muito ruim pois enquanto espera carregar já pode desistir e fazer outra coisa não aguento mais,aplic bom lent extrem favor corrig lent tão grand entr liç cheg demor temp cans distr fácil torn ruim poi enquant esper carreg pod desist faz outr cois aguent,aplicativo lentidão extremo corrigar lentidão entrar lição chegar demorar cansativo distrai fácil tornar ruim esperar carregar desistir aguentar
a minha ligua oficial é portuguesa e as questões vem em inglês,3,2024-11-09 03:40:06,Quizlet,Neutro,a minha ligua oficial é portuguesa e as questões vem em inglês,ligu ofic portugu quest vem ingl,ligua oficial português questão inglês
boa,3,2026-03-11 13:16:52,Hotmart Sparkle,Neutro,boa,boa,
"Para me, até então, o que consegui extrair (ver e usar) do aplicativo, está aprovado. Sou muito novo para aprofundar sobre o aplicativo, espero conhecê-lo melhor.",3,2026-02-26 17:07:00,Hotmart Sparkle,Neutro,para me até então o que consegui extrair ver e usar do aplicativo está aprovado sou muito novo para aprofundar sobre o aplicativo espero conhecêlo melhor,ent consegu extra ver us aplic aprov nov aprofund sobr aplic esper conhecêl melhor,conseguir extrair aplicativo aprovado aprofundar aplicativo esperar conhecêlo bom
"ainda estou aprendendo a mexer, mas parece bom.",3,2025-04-24 20:24:45,Quizlet,Neutro,ainda estou aprendendo a mexer mas parece bom,aind aprend mex parec bom,aprender mexer
N vai minha data de nacimento como senha n vai mais é,3,2023-03-01 13:36:55,Google Classroom,Neutro,n vai minha data de nacimento como senha n vai mais é,vai dat nac senh vai,data nacimento senha
"3 estrelas pq eu já sei algumas palavras em inglês, mas gostei de aprender outras com o Duolingo 💚(⁠≧⁠▽⁠≦⁠)",3,2026-04-03 15:31:01,Duolingo,Neutro,estrelas pq eu já sei algumas palavras em inglês mas gostei de aprender outras com o duolingo 💚⁠≧⁠▽⁠≦⁠,estrel sei algum palavr ingl gost aprend outr duoling 💚⁠≧⁠▽⁠≦⁠,estrela palavra inglês gostar aprender duolingo ⁠≧⁠ ⁠≦⁠r
"O Aplicativo possui dificuldade em focar a câmera na conta, dificultando o aprendizado do exercício, entre uma das contas que eu estava com dúvida, consultei o aplicativo e ele fez o método todo errado, por causa dos problemas da câmera, peço que arrumem isso, tirando essa parte o aplicativo é excelente, parabéns. 👏🏼",3,2025-04-23 21:59:28,Photomath,Neutro,o aplicativo possui dificuldade em focar a câmera na conta dificultando o aprendizado do exercício entre uma das contas que eu estava com dúvida consultei o aplicativo e ele fez o método todo errado por causa dos problemas da câmera peço que arrumem isso tirando essa parte o aplicativo é excelente parabéns 👏🏼,aplic possu dificuldad foc câm cont dificult aprend exercíci cont dúv consult aplic fez métod tod err caus problem câm peç arrum tir part aplic excel parabém,aplicativo possuir dificuldade focar câmera conta dificultar aprendizado exercício conta dúvida consultei aplicativo método errar causa problema câmera peçar arrumir tirar aplicativo excelente parabéns
O app mas ficou horrível depois de ficar pago,3,2024-03-05 19:09:12,Photomath,Neutro,o app mas ficou horrível depois de ficar pago,app fic horr fic pag,app ficar horrível ficar pagar
fica pedindo pra atualizar o google drive mesmo estando atualizado,3,2023-05-15 11:39:57,Google Classroom,Neutro,fica pedindo pra atualizar o google drive mesmo estando atualizado,fic ped pra atual googl driv est atual,ficar pedir pra atualizar google drive estar atualizar
"Boa tarde Deviam de ter também a opção de portugues de portugal como têm com o inglês. Isto porque existe certas palavras ou frases que são diferentes entre o portugues do brasil e portugues de portugal, o que por vezes poderá causar mais dificuldade em aprender uma nova lingua",3,2024-07-21 20:07:44,Babbel,Neutro,boa tarde deviam de ter também a opção de portugues de portugal como têm com o inglês isto porque existe certas palavras ou frases que são diferentes entre o portugues do brasil e portugues de portugal o que por vezes poderá causar mais dificuldade em aprender uma nova lingua,boa tard dev ter opç portug portug têm ingl porqu exist cert palavr fras difer portug brasil portug portug vez pod caus dificuldad aprend nov lingu,dever opção portugue Portugal inglês existir certo palavra frase diferente portugues Brasil portugue Portugal causar dificuldade aprender lingua
Bom muito bom falto ter opções de procura com voz,3,2024-02-29 04:27:08,Photomath,Neutro,bom muito bom falto ter opções de procura com voz,bom bom falt ter opç proc voz,falto opção procura voz
❤️,3,2024-05-23 09:15:15,Photomath,Neutro,❤️,,
"O app em si é maravilhoso, aprendo muito utilizando ele e gosto tanto do conteúdo quanto da metodologia, porém, ele vem apresentando bugs e travando constantemente. Várias vezes quando vou abrir o app ele trava na página inicial, ou então ao final das atividades. Isso compromete a usabilidade da plataforma.",3,2024-02-24 08:57:04,Babbel,Neutro,o app em si é maravilhoso aprendo muito utilizando ele e gosto tanto do conteúdo quanto da metodologia porém ele vem apresentando bugs e travando constantemente várias vezes quando vou abrir o app ele trava na página inicial ou então ao final das atividades isso compromete a usabilidade da plataforma,app maravilh apr utiliz gost tant conteúd quant metodolog porém vem apresent bug trav const vár vez vou abr app tr págin inic ent final ativ compromet usabil plataform,app maravilhoso aprer utilizar gostar conteúdo metodologia apresentar bugs travar constantemente várias ir abrir app trar página inicial atividade comprometar usabilidade plataforma
"Corrigiu um problema 🙌🏼. Mas esse prevalece: não é só eu enfrentando esse problema, o app não está baixando os arquivos para podermos acessá-los off-line, dizendo que precisamos atualizar o Google drive (SENDO QUE NÃO HÁ ATUALIZAÇÃO A SE FAZER).",3,2023-04-26 17:19:07,Google Classroom,Neutro,corrigiu um problema 🙌🏼 mas esse prevalece não é só eu enfrentando esse problema o app não está baixando os arquivos para podermos acessálos offline dizendo que precisamos atualizar o google drive sendo que não há atualização a se fazer,corrig problem prevalec enfrent problem app baix arqu pod acessál offlin diz precis atual googl driv send atual faz,corrigir problema prevalecer enfrentar problema app baixar arquivo podermo acessálo offline dizer precisar atualizar google drive ser atualização
"Eu adorava usar esse aplicativo porque era ótimo para tirar dúvidas sobre qualquer questão matemática, mas hoje em 2025 pensei que se fosse baixar ele conseguiria entender a matéria novamente, o que não foi o caso. O aplicativo era ótimo, mas agora para ter uma explicação mais detalhada, que no passado era de forma gratuita, agora tem que pagar... decepcionante.",3,2025-03-11 09:12:28,Photomath,Neutro,eu adorava usar esse aplicativo porque era ótimo para tirar dúvidas sobre qualquer questão matemática mas hoje em pensei que se fosse baixar ele conseguiria entender a matéria novamente o que não foi o caso o aplicativo era ótimo mas agora para ter uma explicação mais detalhada que no passado era de forma gratuita agora tem que pagar decepcionante,ador us aplic porqu ótim tir dúv sobr qualqu quest matemá hoj pens baix consegu entend matér nov cas aplic ótim agor ter explic detalh pass form gratuit agor pag decepcion,adorar aplicativo bom tirar dúvida matemático hoje pensar ser baixar conseguir entender matéria novamente caso aplicativo bom explicação detalhar passado gratuito pagar decepcionante
o site é muito bom e você realmente consegue fazer algumas frases mas tem repetição até demais e você não consegue aprender muito outras palavras e só fazer frases simples mas ele é ótimo para quem tá fazendo um curso eu quero começar a aprender alguma outra língua.,3,2026-04-04 10:19:35,Duolingo,Neutro,o site é muito bom e você realmente consegue fazer algumas frases mas tem repetição até demais e você não consegue aprender muito outras palavras e só fazer frases simples mas ele é ótimo para quem tá fazendo um curso eu quero começar a aprender alguma outra língua,sit bom real conseg faz algum fras repet demal conseg aprend outr palavr faz fras simpl ótim faz curs quer começ aprend algum outr língu,site realmente conseguir frase repetição conseguir aprender palavra frase simples bom fazer curso começar aprender algum língua
